State,Action,Q-Value
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'b')",P,0.0
"((5, 2), 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e')",L,9.999999999999977
"((5, 2), 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e')",R,0.0
"((5, 2), 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e')",P,0.0
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b')",L,9.999999999999977
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b')",R,0.0
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b')",P,0.0
"((5, 0), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b')",L,9.999999999999977
"((5, 0), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b')",R,0.0
"((5, 0), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b')",P,0.0
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b')",L,9.999999999999977
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b')",R,0.0
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b')",P,0.0
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 0), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 0), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 0), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b')",L,9.999999999999977
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b')",R,0.0
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b')",P,0.0
"((5, 0), 'e', 'e', 'b', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 0), 'e', 'e', 'b', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 0), 'e', 'e', 'b', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e')",L,-29.240859295550152
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e')",R,9.999999999999977
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e')",P,0.0
"((5, 2), 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e')",L,9.999999999999977
"((5, 2), 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e')",R,0.0
"((5, 2), 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e')",P,0.0
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 1), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b')",L,9.999999999999977
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b')",R,0.0
"((5, 0), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b')",P,0.0
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b')",L,9.999999999999977
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b')",R,0.0
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b')",P,0.0
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 1), 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 0), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 0), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 0), 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",L,9.999999999999977
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",R,0.0
"((5, 1), 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'b', 'e')",P,0.0
